HomeELO,AwayELO,ELO_diff,HomeAvgGD,AwayAvgGD,AvgGDDiff,HomeFormPts,AwayFormPts,FormDiff,HomeWinRate,AwayWinRate,WinRateDiff,HomeRestDays,AwayRestDays,RestDiff,H2H_home_win_rate
1456.8553245210032,1531.0693328658024,-74.21400834479914,-1.2,-0.4,-0.7999999999999999,0.0,1.4,-1.4,0.1,0.5,-0.4,7.0,7.0,0.0,0.0
1487.950525515018,1532.0106999636428,-44.06017444862482,-0.6,1.8,-2.4,1.2,2.4,-1.2,0.4,0.6,-0.19999999999999996,8.0,7.0,1.0,0.0
1456.2586150131383,1519.378854010641,-63.12023899750261,-1.8,0.8,-2.6,0.6,2.0,-1.4,0.1,0.5,-0.4,8.0,9.0,-1.0,0.0
1448.0556342831744,1525.1729929966968,-77.11735871352244,-2.2,0.4,-2.6,0.0,2.0,-2.0,0.1,0.6,-0.5,5.0,7.0,-2.0,0.0
1508.267395069091,1511.0255471490555,-2.758152079964475,0.4,0.2,0.2,1.8,1.6,0.19999999999999996,0.5,0.4,0.09999999999999998,7.0,7.0,0.0,0.0
1458.9035486449816,1575.3079380674478,-116.40438942246624,-0.2,2.2,-2.4000000000000004,1.0,3.0,-2.0,0.1,0.8,-0.7000000000000001,7.0,7.0,0.0,0.0
1497.0561280619138,1491.842115768297,5.214012293616861,0.2,1.0,-0.8,1.8,1.4,0.40000000000000013,0.4,0.3,0.10000000000000003,7.0,7.0,0.0,0.0
1466.7470756322355,1527.5818347406048,-60.834759108369326,-1.6,1.0,-2.6,0.6,2.4,-1.7999999999999998,0.2,0.6,-0.39999999999999997,7.0,5.0,2.0,0.0
1448.959470264434,1427.8773082507273,21.082162013706693,-1.4,-1.4,0.0,0.0,0.2,-0.2,0.1,0.0,0.1,7.0,7.0,0.0,0.0
1499.2119245164758,1538.9651871223716,-39.75326260589577,-0.2,0.8,-1.0,1.8,2.0,-0.19999999999999996,0.4,0.5,-0.09999999999999998,6.0,7.0,-1.0,0.0
1496.0265939006156,1506.0558152640251,-10.029221363409533,-0.8,0.8,-1.6,1.4,2.0,-0.6000000000000001,0.4,0.4,0.0,7.0,7.0,0.0,0.0
1506.5653556190014,1548.164038177944,-41.59868255894253,-0.6,1.0,-1.6,1.0,2.0,-1.0,0.3,0.6,-0.3,8.0,8.0,0.0,0.0
1497.4647955087223,1520.7493009621849,-23.284505453462543,-0.4,0.8,-1.2000000000000002,0.8,1.8,-1.0,0.3,0.5,-0.2,8.0,7.0,1.0,0.0
1536.972420529102,1486.3151779439809,50.65724258512114,0.6,-0.6,1.2,1.4,1.4,0.0,0.6,0.4,0.19999999999999996,6.0,7.0,-1.0,0.0
